Date,Close
2018-09-24,55.79
2018-09-25,57.09
2018-09-26,56.95
2018-09-27,55.99
2018-09-28,56.47
2018-10-01,55.49
2018-10-02,52.33
2018-10-03,53.7
2018-10-04,52.72
2018-10-05,50.87
2018-10-08,48.24
2018-10-09,46.12
2018-10-10,42.97
2018-10-11,43.32
2018-10-12,44.77
2018-10-15,43.22
2018-10-16,45.43
2018-10-17,45.59
2018-10-18,44.78
2018-10-19,43.4
2018-10-22,44.47
2018-10-23,43.76
2018-10-24,41.62
2018-10-25,43.25
2018-10-26,42.66
2018-10-29,41.81
2018-10-30,45.2
2018-10-31,46.38
2018-11-01,47.01
2018-11-02,42.51
2018-11-05,41.87
2018-11-06,41.15
2018-11-07,45.18
2018-11-08,43.32
2018-11-09,42.12
2018-11-12,40.54
2018-11-13,40.61
2018-11-14,38.8
2018-11-15,39.04
2018-11-16,36.99
2018-11-19,35.61
2018-11-20,36.38
2018-11-21,38.77
2018-11-23,38.85
2018-11-26,39.69
2018-11-27,39.04
2018-11-28,41.83
2018-11-29,42.6
2018-11-30,42.87
2018-12-03,43.61
2018-12-04,41.84
2018-12-06,41.61
2018-12-07,39.79
2018-12-10,40.4
2018-12-11,39.73
2018-12-12,40.38
2018-12-13,39.5
2018-12-14,39.51
2018-12-17,38.61
2018-12-18,39.65
2018-12-19,39.6
2018-12-20,39.35
2018-12-21,38.43
2018-12-24,37.38
2018-12-26,39.99
2018-12-27,40.57
2018-12-28,40.3
2018-12-31,40.95
2019-01-02,40.82
2019-01-03,39.43
2019-01-04,40.59
2019-01-07,42.49
2019-01-08,42.75
2019-01-09,42.8
2019-01-10,43.04
2019-01-11,42.67
2019-01-14,42
2019-01-15,44.2
2019-01-16,44.42
2019-01-17,45.1
2019-01-18,46.79
2019-01-22,43.98
2019-01-23,44.36
2019-01-24,45.06
2019-01-25,45.54
2019-01-28,45.02
2019-01-29,44.02
2019-01-30,45.13
2019-01-31,47.58
2019-02-01,48.53
2019-02-04,48.92
2019-02-05,48.55
2019-02-06,48.26
2019-02-07,47.55
2019-02-08,47.6
2019-02-11,47.82
2019-02-12,48.6
2019-02-13,48.45
2019-02-14,49.24
2019-02-15,51.49
2019-02-19,51.33
2019-02-20,51.28
2019-02-21,50.93
2019-02-22,52.16
2019-02-25,52.54
2019-02-26,53.25
2019-02-27,53.95
2019-02-28,52.34
2019-03-01,51.87
2019-03-04,49.85
2019-03-05,48.25
2019-03-06,46.34
2019-03-07,46.48
2019-03-08,46.37
2019-03-11,47.47
2019-03-12,47.79
2019-03-13,47.2
2019-03-14,46.83
2019-03-15,47.52
2019-03-18,46.7
2019-03-19,47.94
2019-03-20,48.12
2019-03-21,48.9
2019-03-22,47.05
2019-03-25,47.36
2019-03-26,46.81
2019-03-27,45.47
2019-03-28,46
2019-03-29,46.32
2019-04-01,46.1
2019-04-02,45.8
2019-04-03,46.12
2019-04-04,45.24
2019-04-05,46.33
2019-04-08,46.29
2019-04-09,46.16
2019-04-10,47.19
2019-04-11,47.44
2019-04-12,46.97
2019-04-15,48.23
2019-04-16,48.86
2019-04-17,48.6
2019-04-18,47.6
2019-04-22,47.32
2019-04-23,48.22
2019-04-24,48
2019-04-25,48.64
2019-04-26,49.4
2019-04-29,50.3
2019-04-30,51.08
2019-05-01,51.61
2019-05-02,53.28
2019-05-03,49.75
2019-05-06,48.26
2019-05-07,47.84
2019-05-08,47.96
2019-05-09,48.65
2019-05-10,50.04
2019-05-13,46.71
2019-05-14,47.75
2019-05-15,48.65
2019-05-16,50.19
2019-05-17,50.15
2019-05-20,50.46
2019-05-21,51.76
2019-05-22,52.17
2019-05-23,51.04
2019-05-24,51.85
2019-05-28,53.01
2019-05-29,51.71
2019-05-30,51.91
2019-05-31,51.41
2019-06-03,48.55
2019-06-04,50.52
2019-06-05,49.99
2019-06-06,50.35
2019-06-07,50.88
2019-06-10,51.58
2019-06-11,49.57
2019-06-12,50.39
2019-06-13,50.85
2019-06-14,48.96
2019-06-17,49.66
2019-06-18,50.2
2019-06-19,52.31
2019-06-20,55.06
2019-06-21,54.62
2019-06-24,53.93
2019-06-25,52.68
2019-06-26,51.72
2019-06-27,53.47
2019-06-28,53.51
2019-07-01,53.24
2019-07-02,49.26
2019-07-03,49.67
2019-07-05,49.54
2019-07-08,49.21
2019-07-09,49.57
2019-07-10,49.37
2019-07-11,49.32
2019-07-12,49.71
2019-07-15,49.57
2019-07-16,49.23
2019-07-17,49.73
2019-07-18,49.06
2019-07-19,48.26
2019-07-22,47.53
2019-07-23,47.05
2019-07-24,48.35
2019-07-25,46.46
2019-07-26,47.19
2019-07-29,45.63
2019-07-30,45.59
2019-07-31,44.6
2019-08-01,42.54
2019-08-02,56.01
2019-08-05,53.08
2019-08-06,53.25
2019-08-07,54.75
2019-08-08,53.38
2019-08-09,51.96
2019-08-12,52.53
2019-08-13,52.17
2019-08-14,50.89
2019-08-15,50.6
2019-08-16,50.01
2019-08-19,51.26
2019-08-20,51.04
2019-08-21,50.7
2019-08-22,50.77
2019-08-23,50.01
2019-08-26,50.42
2019-08-27,50.17
2019-08-28,50.5
2019-08-29,51.48
2019-08-30,50.93
2019-09-03,51.13
2019-09-04,51.99
2019-09-05,52.53
2019-09-06,51.82
2019-09-09,47.77
2019-09-10,49.52
2019-09-11,50.44
2019-09-12,51.86
2019-09-13,48.62
2019-09-16,49.49
2019-09-17,50.63
2019-09-18,50.27
2019-09-19,49.84
2019-09-20,48.62
2019-09-23,47.98
2019-09-24,47.41
2019-09-25,47.64
2019-09-26,47.68
2019-09-27,47.02
2019-09-30,47.81
2019-10-01,46.7
2019-10-02,46.15
2019-10-03,47.85
2019-10-04,47.5
2019-10-07,47.8
2019-10-08,46.77
2019-10-09,47.46
2019-10-10,46.51
2019-10-11,47.83
2019-10-14,48.28
2019-10-15,48.54
2019-10-16,46.79
2019-10-17,46.83
2019-10-18,46.36
2019-10-21,47.55
2019-10-22,46.14
2019-10-23,46.37
2019-10-24,48.15
2019-10-25,47.86
2019-10-28,47.65
2019-10-29,46.78
2019-10-30,47.64
2019-10-31,46.74
2019-11-01,46.76
2019-11-04,46.78
2019-11-05,47.23
2019-11-06,47.5
2019-11-07,47.5
2019-11-08,49.5
2019-11-11,49.65
2019-11-12,50.4
2019-11-13,50.47
2019-11-14,50.79
2019-11-15,52.46
2019-11-18,52.88
2019-11-19,53.09
2019-11-20,53.19
2019-11-21,52.7
2019-11-22,52.99
2019-11-25,54.24
2019-11-26,54.02
2019-11-27,53.96
2019-11-29,53.82
2019-12-02,52.45
2019-12-03,52.08
2019-12-04,52.2
2019-12-05,52.52
2019-12-06,51.91
2019-12-09,51.74
2019-12-10,51.32
2019-12-11,50.7
2019-12-12,49
2019-12-13,49.82
2019-12-16,51.26
2019-12-17,51.3
2019-12-18,51.59
2019-12-19,52.28
2019-12-20,52.7
2019-12-23,52.74
2019-12-24,52.42
2019-12-26,52.83
2019-12-27,52.42
2019-12-30,51.58
2019-12-31,51.56
